,impact,citation,current volume,current issue,current date,name,code,nr_articles,doi
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.9b09321
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.9b09497
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.9b10219
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.9b10184
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00562
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00586
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00672
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00675
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00720
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00870
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c00999
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01061
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01104
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01300
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01468
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01486
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01586
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01606
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01643
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01658
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01694
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01745
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01705
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01950
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01971
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01987
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c01870
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02072
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02180
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02329
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02346
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02347
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02390
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02396
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02401
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02422
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02509
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02517
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02521
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02615
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02642
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02643
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02674
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02712
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02745
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02762
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02784
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02797
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02803
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02831
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02864
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02880
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02899
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02940
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02946
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02983
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c02984
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03009
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03013
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03018
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03022
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03030
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03042
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03050
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03095
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03167
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03186
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03207
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03209
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03259
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03337
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03344
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03362
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03382
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03391
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03406
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03418
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03432
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03462
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03504
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03516
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03523
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03668
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03694
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03706
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03713
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03728
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03730
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03734
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03750
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03783
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03791
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03793
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03833
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03841
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03940
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04031
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04048
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04099
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04113
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04145
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04158
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04165
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04284
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04329
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04357
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04366
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04471
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04513
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04522
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04602
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04670
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04945
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c05025
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c03716
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/acsnano.0c04407
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/nnv014i007_1398232
22,['Impact Factor 2019: 14.588'],"['Citations 2019: 166,989']",['Volume 14'],['Issue 7'],"['July 28, 2020']",ACS Nano,ancac3,144,https://pubs.acs.org/doi/10.1021/nnv014i007_1398231
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.9b02492
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c00593
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c00753
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c00866
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c00978
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01059
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01095
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01115
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01123
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01155
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01321
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01371
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01393
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01244
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01510
23,['Impact Factor 2019: 2.87'],"['Citations 2019: 10,646']",['Volume 5'],['Issue 31'],"['August 11, 2020']",ACS Omega,acsodf,66,https://pubs.acs.org/doi/10.1021/acsomega.0c01544
